          [3C1d] Emisiones de quemado de biomasa en otras tierras,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000,,,
     [3C2] Encalado,36.700,,,,,,,,,,,,,,,,,,,,,,,,,,,36.700,,,
     [3C3] Aplicación de urea,"1,652.410",,,,,,,,,,,,,,,,,,,,,,,,,,,"1,652.410",,,
     [3C4] Emisiones directas de los N2O de los suelos gestionados,,,"12,196.818",,,,,,,,,,,,,,,,,,,,,,,,,"12,196.818",,,
     [3C5] Emisiones indirectas de los N2O de los suelos gestionados,,,"5,661.395",,,,,,,,,,,,,,,,,,,,,,,,,"5,661.395",,,
     [3C6] Emisiones indirectas de los N2O de la gestión del estiércol,,,"2,588.669",,,,,,,,,,,,,,,,,,,,,,,,,"2,588.669",,,
     [3C7] Cultivo del arroz,,192.500,,,,,,,,,,,,,,,,,,,,,,,,,,192.500,,,
  [3D] Otros,"-3,846.620",,,,,,,,,,,,,,,,,,,,,,,,,,,"-3,846.620",,,
     [3D1] Productos de madera recolectada,-3846.619628,,,,,,,,,,,,,,,,,,,,,,,,,,,"-3,846.620",,,
     [3D2] Otros (especificar),,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000,,,
[4] Residuos,617.291,"34,625.955","3,342.067",,,,,,,,,,,,,,,,,,,,,,,,,"38,585.313",,,1.630
[4A] Eliminación de residuos sólidos,,"15,030.413",0.000,,,,,,,,,,,,,,,,,,,,,,,,,"15,030.413",,,
[4A1] Sitios gestionados de eliminación de residuos (rellenos sanitarios),,"7,721.218",,,,,,,,,,,,,,,,,,,,,,,,,,"7,721.218",,,
[4A2] Sitios no controlados de eliminación de residuos ,,"3,055.394",,,,,,,,,,,,,,,,,,,,,,,,,,"3,055.394",,,
[4A3] Tiraderos a cielo abierto para eliminación de residuos,,"4,253.801",,,,,,,,,,,,,,,,,,,,,,,,,,"4,253.801",,,
[4B] Tratamiento biológico de los residuos sólidos,,117.840,83.646,,,,,,,,,,,,,,,,,,,,,,,,,201.486,,,
[4C] Incineración y quema a cielo abierto  de residuos,617.291,834.354,182.993,,,,,,,,,,,,,,,,,,,,,,,,,"1,634.638",,,1.630
[4C1] Incineración de residuos peligrosos industriales y biológico infeccioso,27.123,0.074,0.780,,,,,,,,,,,,,,,,,,,,,,,,,27.978,,,
[4C2] Quema a cielo abierto de residuos sólidos,590.168,834.280,182.212,,,,,,,,,,,,,,,,,,,,,,,,,"1,606.660",,,1.630
[4D] Tratamiento y eliminación de aguas residuales,,"18,643.348","3,075.429",,,,,,,,,,,,,,,,,,,,,,,,,"21,718.776",,,
[4D1] Tratamiento y eliminación de aguas residuales municipales,,"4,815.495","3,075.429",,,,,,,,,,,,,,,,,,,,,,,,,"7,890.923",,,
[4D2] Tratamiento y eliminación de aguas residuales industriales,,"13,827.853",,,,,,,,,,,,,,,,,,,,,,,,,,"13,827.853",,,
[4E] Otros,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000,,,
EMISIONES NETAS (Gg de CO2e),"289,366.123","161,204.327","33,870.670","3,164.288",16.500,0.000,0.061,0.000,"2,830.976","1,134.317",8.342,11.412,0.000,0.000,0.000,0.000,117.743,0.000,0.001,1.052,0.587,0.118,0.000,0.042,0.000,1.065,137.070,"491,864.695",,,80.020
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bunkers,"3,474.534",0.670,25.360,,,,,,,,,,,,,,,,,,,,,,,,,"3,500.564",,,
Aviación internacional,"3,474.534",0.670,25.360,,,,,,,,,,,,,,,,,,,,,,,,,"3,500.564",,,
Marítimo internacional,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Emisiones de CO2 por quema de biomasa,"27,920.179",,,,,,,,,,,,,,,,,,,,,,,,,,,"27,920.179",,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nota:,Las emisiones de bunkers y las emisiones de CO2 por la quema de biomasa no se encuentran contabilizadas al total de inventario,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
