          [3C1d] Emisiones de quemado de biomasa en otras tierras,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000,,,
     [3C2] Encalado,34.900,,,,,,,,,,,,,,,,,,,,,,,,,,,34.900,,,
     [3C3] Aplicación de urea,"1,298.630",,,,,,,,,,,,,,,,,,,,,,,,,,,"1,298.630",,,
     [3C4] Emisiones directas de los N2O de los suelos gestionados,,,"12,570.273",,,,,,,,,,,,,,,,,,,,,,,,,"12,570.273",,,
     [3C5] Emisiones indirectas de los N2O de los suelos gestionados,,,"5,442.491",,,,,,,,,,,,,,,,,,,,,,,,,"5,442.491",,,
     [3C6] Emisiones indirectas de los N2O de la gestión del estiércol,,,"2,454.709",,,,,,,,,,,,,,,,,,,,,,,,,"2,454.709",,,
     [3C7] Cultivo del arroz,,170.980,,,,,,,,,,,,,,,,,,,,,,,,,,170.980,,,
  [3D] Otros,"-8,324.443",,,,,,,,,,,,,,,,,,,,,,,,,,,"-8,324.443",,,
     [3D1] Productos de madera recolectada,-8324.443081,,,,,,,,,,,,,,,,,,,,,,,,,,,"-8,324.443",,,
     [3D2] Otros (especificar),,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000,,,
[4] Residuos,666.642,"28,686.748","3,945.530",,,,,,,,,,,,,,,,,,,,,,,,,"33,298.920",,,1.745
[4A] Eliminación de residuos sólidos,,"11,792.210",0.000,,,,,,,,,,,,,,,,,,,,,,,,,"11,792.210",,,
[4A1] Sitios gestionados de eliminación de residuos (rellenos sanitarios),,"5,897.455",,,,,,,,,,,,,,,,,,,,,,,,,,"5,897.455",,,
[4A2] Sitios no controlados de eliminación de residuos ,,"2,342.928",,,,,,,,,,,,,,,,,,,,,,,,,,"2,342.928",,,
[4A3] Tiraderos a cielo abierto para eliminación de residuos,,"3,551.828",,,,,,,,,,,,,,,,,,,,,,,,,,"3,551.828",,,
[4B] Tratamiento biológico de los residuos sólidos,,102.335,72.640,,,,,,,,,,,,,,,,,,,,,,,,,174.975,,,
[4C] Incineración y quema a cielo abierto  de residuos,666.642,894.937,196.224,,,,,,,,,,,,,,,,,,,,,,,,,"1,757.803",,,1.745
[4C1] Incineración de residuos peligrosos industriales y biológico infeccioso,27.123,0.074,0.780,,,,,,,,,,,,,,,,,,,,,,,,,27.978,,,
[4C2] Quema a cielo abierto de residuos sólidos,639.518,894.863,195.444,,,,,,,,,,,,,,,,,,,,,,,,,"1,729.825",,,1.745
[4D] Tratamiento y eliminación de aguas residuales,,"15,897.266","3,676.666",,,,,,,,,,,,,,,,,,,,,,,,,"19,573.932",,,
[4D1] Tratamiento y eliminación de aguas residuales municipales,,"4,896.819","3,676.666",,,,,,,,,,,,,,,,,,,,,,,,,"8,573.485",,,
[4D2] Tratamiento y eliminación de aguas residuales industriales,,"11,000.447",,,,,,,,,,,,,,,,,,,,,,,,,,"11,000.447",,,
[4E] Otros,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000,,,
EMISIONES NETAS (Gg de CO2e),"238,241.812","144,473.811","34,071.647","2,285.861",1.061,0.000,0.000,0.000,"1,443.598",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.001,0.934,0.521,0.104,0.000,0.037,0.000,0.945,107.472,"420,627.806",,,77.495
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bunkers,"3,190.737",0.615,23.289,,,,,,,,,,,,,,,,,,,,,,,,,"3,214.641",,,
Aviación internacional,"3,190.737",0.615,23.289,,,,,,,,,,,,,,,,,,,,,,,,,"3,214.641",,,
Marítimo internacional,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Emisiones de CO2 por quema de biomasa,"27,903.932",,,,,,,,,,,,,,,,,,,,,,,,,,,"27,903.932",,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nota:,Las emisiones de bunkers y las emisiones de CO2 por la quema de biomasa no se encuentran contabilizadas al total de inventario,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
